Id,Sku,Title,Locations,Hybridizer,Released,Colors
1368,1368-TB,Not Broke This Time,10-W-44,William Tyson,2015,
1369,1369-TB,Oh So Yummy,10-W-31,Paul Black,2007,
1370,1370-TB,Osseo,10-W-24,Jack Worel,2007,
1371,1371-TB,Out Of Trouble,10-W-43,Jack Worel,2015,
1372,1372-TB,P.T. Barnum,10-W-33,Joyce Meek,1979,
1373,1373-TB,Palomino Pony,10-W-34,Ginny Spoon,2017,
1374,1374-TB,Petticoat Junction,10-W-25,Hugh Stout,2017,
1375,1375-TB,Positive Attitude,10-W-19,Michael Sutton,2017,
1376,1376-TB,Pumpkin Spice,10-W-29,Michael Sutton,2018,
1377,1377-TB,Purple Snow,10-W-41,Jack Worel,2019,
1378,1378-TB,Read All About It,11-E-57,Thomas Johnson,2020,
1379,1379-TB,Redneck Romeo,10-W-26,Hugh Stout,2017,
1380,1380-TB,Return Of Innocence,11-E-52,George Sutton,2001,
1381,1381-TB,Ringo,11-E-54,George Shoop,1979,
1382,1382-TB,Seasons In The Sun,"10-W-22,  19-E-53",Thomas Johnson,2014,
1383,1383-TB,Shakedown,10-W-30,Roger Duncan,1996,
1384,1384-TB,Sky Blue Waters,10-W-20,Jack Worel,2011,
1385,1385-TB,Smoky Dusk,"4-W-31,  11-E-68,  B-39-4,  C-39-0",Keith Keppel,2017,
1386,1386-TB,Snow Country,10-W-49,Jack Worel,1995,
1387,1387-TB,Snowfalls,10-W-32,Michael Sutton,2019,
1388,1388-TB,Star Maker,"11-E-51,  12-E-50",Joseph Ghio,2017,
1389,1389-TB,Sunset Sky,11-E-64,Bernice Roe,1969,
1390,1390-TB,Sweet Musette,11-E-50,Schreiner,1986,
1391,1391-TB,Tee Times,10-W-50,Jack Worel,2004,
1392,1392-TB,Top Choice,C-9-7,Thomas Johnson,2020,
1393,1393-TB,Tour De France,10-W-52,Keith Keppel,2004,
1394,1394-TB,True Promises,10-W-48,Thomas Johnson,2017,
1395,1395-TB,Velvet Valentine,10-W-47,Richard Tasco,2015,
1396,1396-TB,Vermeer,10-W-37,Lowell Baumunk,2013,
1397,1397-TB,Vigilante,11-E-53,Schreiner,1990,
1398,1398-TB,Waiting To Exhale,10-W-39,Robert Van Liere,2016,
1399,1399-TB,Who Did It,10-W-40,Joseph Ghio,2017,
1400,1400-TB,Winterland,"8-E-53,  10-W-38",Monty Byers,1990,
1401,1401-TB,Alabaster Lace,9-W-25,J. T. Aitken,2016,
1402,1402-TB,Zurich,10-W-36,Monty Byers,1990,
1403,1403-TB,Ardent Arlene,3-E-31,Don Murphy,2013,
1404,1404-TB,Branson Blues,3-E-30,Barbara Nicodemus,2012,
1405,1405-TB,Cross My Heart,"3-E-39,  5-E-26",Barry Blyth,2012,
1406,1406-TB,Days Gone By,C-31-1,Gerald Richardson,2009,
1408,1408-TB,Epic Saga,3-E-40,Jim Hedgecock,2014,
1409,1409-TB,Excuse Me Darling,3-E-38,Barry Blyth,2001,
1410,1410-TB,Fancy Lace,3-E-27,Frederick Kerr,2013,
1411,1411-TB,French Lavender,3-E-35,John Painter,2011,
1412,1412-TB,In the Mix,C-19-4,Thomas Johnson,2012,
1413,1413-TB,Louisa's Song,3-E-28,Barry Blyth,1999,
1414,1414-TB,Midnight Embers,3-E-36,Barbara Nicodemus,2014,
1415,1415-TB,Planet Hollywood,3-E-37,Lesley Painter,2013,
1416,1416-TB,Shoofly Blues,C-18-6,Jim Hedgecock,2013,
1417,1417-TB,Tie Dyed,3-E-32,Jim Hedgecock,2011,
1418,1418-TB,Anne Murray,20-W-32,Michael Moller,1996,
1419,1419-TB,Anything Goes,"1-E-48,  20-W-17,  20-W-23",Ben Hager,1998,
1421,1421-TB,Beguine,"1-E-35,  8-W-19",Keith Keppel,1989,
1422,1422-TB,Behold Your Muse,1-E-50,Richard Ernst,1998,
1423,1423-TB,Blaney Marlow,"6-W-13,  20-W-38",Donald Spoon,1995,
1424,1424-TB,Boy Next Door,20-W-19,Paul Black,1993,
1425,1425-TB,Brindled Beauty,20-W-47,Allan Ensminger,1993,
1426,1426-TB,Burst Of Joy,20-W-31,Schreiner,2010,
1427,1427-TB,Candace,1-E-37,Joyce Meek,1981,
1428,1428-TB,Cast Of Characters,20-W-14,Joseph Ghio,2001,
1429,1429-TB,Chance Encounter,1-E-47,Duane Meek,1996,
1430,1430-TB,Cheap Frills,20-W-40,Paul Black,2009,
1431,1431-TB,Cinnamon Fringe,20-W-37,Libby Cross,1994,
1432,1432-TB,Coloradoan,"20-W-29,  21-W-29",Tom Magee,1995,
1433,1433-TB,Confidante,20-W-49,Keith Keppel,2000,
1434,1434-TB,Crystal Cathedral,1-E-43,Ben Hager by W. Maryott,1984,
1435,1435-TB,Dance Away,1-E-38,Melba Hamblen,1988,
1436,1436-TB,Date Bait,"1-E-33,  PR-5-41",Duane Meek,1985,
1437,1437-TB,Delightful Woman,20-W-21,J. T. Aitken,2012,
1438,1438-TB,Divine Design,1-E-26,Mary & Robert Dunn,1999,
1439,1439-TB,Don't Be Cruel,1-E-30,Sterling Innerst,1995,
1440,1440-TB,Dream Fever,20-W-18,Duane Meek,1993,
1441,1441-TB,Fantasm,"8-E-26,  20-W-42",LeRoy Meininger,1997,
1442,1442-TB,Fluent,1-E-45,Sterling Innerst,1987,
1443,1443-TB,Fragrant Lilac,20-W-48,Ben Hager,1986,
1444,1444-TB,Fun Fest,1-E-32,Opal Brown,1988,
1445,1445-TB,Gothic Cathedral,PR-1-11,A. & D. Cadd,2000,
1446,1446-TB,Gypsy Woman,20-W-52,Schreiner,1985,
1447,1447-TB,Having A Party,"20-W-34,  20-W-41",Thomas Johnson,2014,
1448,1448-TB,Heaven's Edge,"1-E-40,  20-W-25",Chet Tompkins,1996,
1449,1449-TB,Honey Mocha,1-E-41,Walter Luihn,1980,
1450,1450-TB,Indian Ceramics,20-W-16,Walter Luihn,1980,
1451,1451-TB,Keiko's World,PR-1-6,Larry Johnson,1997,
1452,1452-TB,Last Emperor,20-W-33,L. Gaulter by Cooley's Gardens,1990,
1453,1453-TB,Legerdemain,1-E-27,Keith Keppel,2008,
1455,1455-TB,Lilla's Lace,20-W-39,Donald Spoon,2000,
1456,1456-TB,Mallow Dramatic,20-W-28,J. Gatty by Keith Keppel,1996,
1457,1457-TB,Mandolin,"18-E-40,  20-W-20",Joseph Ghio,1977,
1458,1458-TB,Manuscript,20-W-54,James Burch,1990,
1460,1460-TB,Melanie Ann,20-W-26,Donald Spoon,1997,
1461,1461-TB,Morning Reveille,PR-1-10,LeRoy Meininger,2004,
1462,1462-TB,Natural Blond,"20-W-24,  C-13-3",Joseph Ghio,2003,
1463,1463-TB,Nice And Bright,1-E-34,Chet Tompkins,1989,
1464,1464-TB,Opposing Forces,20-W-55,Keith Keppel,2002,
1465,1465-TB,Papaya Parfait,20-W-45,LeRoy Meininger,2007,
1466,1466-TB,Pink Starlet,20-W-56,Vernon Wood,1993,
1467,1467-TB,Piping Hot,1-E-31,Schreiner,1981,
1468,1468-TB,Poetic,1-E-29,Joseph Ghio,1992,
1469,1469-TB,Prairie Plum,1-E-39,LeRoy Meininger,2001,
1470,1470-TB,Rainbow Hues,20-W-13,Richard Ernst,1992,
1471,1471-TB,Safari Sunset,"PR-1-12,  C-6-9",Barry Blyth,2001,
1472,1472-TB,Say Goodbye,20-W-51,"Ben Hager, by Cooley's Garden",2004,
1473,1473-TB,Scottish Reel,PR-1-9,Barry Blyth,2001,
1474,1474-TB,Sheer Ecstasy,20-W-15,Schreiner,1996,
1475,1475-TB,Shoptalk,20-W-46,Merle Roberts,1997,
1476,1476-AB,Silent Tears,20-W-27,L. Peterson by Ardi Kary,1991,
1477,1477-TB,Sneezy,1-E-46,Keith Keppel,1996,
1478,1478-TB,Spouting Horn,20-W-53,Larry Johnson,2001,
1479,1479-TB,Stardust Memories,20-W-44,Schreiner,1990,
1480,1480-TB,Step Nicely,1-E-42,Larry Gaulter,1983,
1481,1481-TB,Sterling Blush,"1-E-28,  21-E-21",Sterling Innerst,1982,
1482,1482-TB,Sultry Lady,"6-W-29,  PR-1-5",G. & L. Nicholson,2001,
1483,1483-TB,Sweet Serenade,20-W-11,Schreiner,2011,
1484,1484-TB,Tan Man,"7-W-40,  20-W-12",J. T. Aitken,1996,
1485,1485-TB,Temple Of Time,20-W-43,Barry Blyth,2002,
1486,1486-TB,Toasted Watermelon,"20-W-30,  C-44-2",Joseph Hoage,1994,
1487,1487-TB,True Patriot,"6-W-9,  20-W-35",Anton Mego,2017,
1488,1488-TB,Villa Splendor,1-E-49,James Gibson,1985,
1489,1489-TB,Waltzing Princess,20-W-22,William Simon,1982,
1490,1490-TB,War Sails,PR-1-7,Schreiner,1984,
1491,1491-TB,Whipped Honey,20-W-50,Mitch Jameson,1996,
1492,1492-TB,Windsong West,1-E-36,Hooker Nichols,1988,
1493,1493-TB,Xanthippe's Halo,1-E-44,O. D. Niswonger,1992,
1494,1494-TB,Zany,20-W-36,Mary Dunn,1988,
1495,1495-TB,Acoma,"3-E-46,  11-E-32",Tom Magee,1990,
1496,1496-TB,Again and Again,"2-E-14,  17-E-11",Sterling Innerst,1999,
1497,1497-TB,American Master,2-W-43,Frederick Kerr,2006,
1498,1498-BB,Anaconda Love,2-E-30,Brad Kasperek,1999,
1499,1499-TB,Arctic Burst,"2-W-10,  2-W-45",Roger Duncan,2008,
1500,1500-TB,Arms Wide Open,2-W-22,Larry Lauer,2001,
1502,1502-TB,Artist Pick,2-E-29,Robert Van Liere,2007,
1503,1503-TB,Babbling Brook,2-W-33,Keith Keppel,1966,
1504,1504-TB,Beautiful Vision,2-E-8,Schreiner,1990,
1505,1505-TB,Beyond Desire,2-E-31,Francis Rogers,2008,
1506,1506-TB,Black Magic Woman,2-W-24,Richard Tasco,2008,
1507,1507-TB,Breakers,2-W-27,Schreiner,1986,
1508,1508-TB,Cat Call,2-E-20,Paul Black,2008,
1509,1509-TB,Celestial Explosion,"2-E-28,  3-E-51",Richard Tasco,2004,
1510,1510-TB,Celtic Lady,2-E-18,Harold Stahly,2007,
1511,1511-TB,Chief John Jolly,2-E-27,Tom Parkhill,2003,
1512,1512-TB,Chill Factor,2-E-24,LeRoy Meininger,2008,
1513,1513-TB,Chinook Dreams,2-E-33,Nancy Price,2010,
1514,1514-TB,Cloudia,"2-E-7,  18-W-9",George Sutton,1996,
1515,1515-TB,Clown Around,2-W-38,Vincent Christopherson,2003,
1516,1516-TB,Color Me Different,2-E-34,Stephanie Markham,2008,
1517,1517-TB,Come Away With Me,2-E-16,Schreiner,2008,
1518,1518-IB,Concertina,"2-E-32,  8-E-50",George Sutton,2000,
1519,1519-TB,Cool Change,2-W-31,Schreiner,2014,
1520,1520-TB,Cozy Stitch,2-E-26,David Miller,2006,
1521,1521-TB,Crete,2-W-40,Thomas Johnson,2008,
1522,1522-TB,Desert Dawn Song,2-E-22,LeRoy Meininger,2006,
1523,1523-TB,Destiny Dallas,2-E-23,Bonnie Nichols,2003,
1524,1524-TB,Lacy Snowflake,8-W-47,Schreiner,1977,
1525,1525-TB,Dorothy Devenport,3-E-48,Hooker Nichols,2001,
1526,1526-TB,Dreaming of Rio,2-W-44,Schreiner,2008,
1527,1527-TB,Ermine Crown,2-E-6,Francis Rogers,2006,
1528,1528-TB,Exhibitionist,2-E-11,Lowell Baumunk,2009,
1529,1529-TB,Fancy Woman,2-W-42,Keith Keppel,1996,
1530,1530-TB,Finish Line,3-E-52,Michael Sutton,2008,
1531,1531-TB,Firebird Suite,"2-W-47,  9-E-37",Ben Johnson,2006,
1532,1532-TB,Foggy Mist,2-E-13,Walter Moores,2009,
1533,1533-TB,Glad,2-W-25,Schreiner,2011,
1534,1534-TB,Gnu,2-W-6,Brad Kasperek,1994,
1535,1535-TB,Gnu Again,2-W-3,Brad Kasperek,1994,
1536,1536-TB,Going Green,2-W-51,A. Mego by J.T. Aitken,2008,
1537,1537-TB,Grape Parfait,2-W-28,Marcy Laur,2007,
1538,1538-TB,Harvest Maiden,3-E-44,Schreiner,2007,
1539,1539-TB,High Octane,2-E-25,Keith Keppel,2008,
1540,1540-TB,Holiday Affair,2-W-46,Francis Rogers,2005,
1541,1541-TB,Hollywood Nights,2-W-20,Roger Duncan,2001,
1542,1542-TB,Ink Patterns,"2-E-19,  C-41-13",Thomas Johnson,2007,
1543,1543-TB,Jurassic Park,2-W-36,Larry Lauer,1995,
1544,1544-TB,Just Kiss Me,2-W-50,Paul Black,2007,
1545,1545-TB,Kaelin's Lipstick,2-W-5,Steve Poole,2011,
1546,1546-TB,Kid Power,2-E-17,Tom Burseen,2008,
1547,1547-TB,Liberty Classic,3-E-43,Lesley Painter,2008,
1548,1548-TB,Liger,2-W-2,Donald Spoon,2005,
1549,1549-TB,Lunch In Madrid,2-W-7,Barry Blyth,2007,
1550,1550-TB,Magical Encounter,2-E-15,Schreiner,1999,
1551,1551-IB,Man's Best Friend,3-E-45,Paul Black,2008,
1552,1552-TB,Mighty Warrior,2-W-37,Robert Van Liere,2009,
1553,1553-TB,Millie,2-W-35,Bill Poling,2007,
1554,1554-IB,Nickel,"2-W-4,  PR-3-3,  PR-5-7",Paul Black,2006,
1555,1555-TB,Night Ruler,2-W-26,Schreiner,1990,
1556,1556-TB,No Egrets,2-W-48,Brad Kasperek,2007,
1557,1557-TB,Noble Stature,2-W-34,George Hilton,2006,
1558,1558-TB,Nouveau Riche,2-E-10,Keith Keppel,2008,
1559,1559-TB,Orchid Dove,3-E-49,Donald Spoon,2007,
1560,1560-TB,Other Voices,2-W-49,Lynn Markham,2005,
1561,1561-TB,Polestar,"3-E-50,  6-E-59",Hugh Stout,2009,
1562,1562-TB,Prairie Song,2-E-12,LeRoy Meininger,2020,
1563,1563-TB,Queen's Circle,3-E-41,Frederick Kerr,2000,
1564,1564-TB,Rainbow High,3-E-47,Keith Keppel,2009,
1565,1565-TB,Red Canyon Glow,2-W-15,LeRoy Meininger,2000,
1566,1566-TB,Revision,2-W-41,Keith Keppel,2011,
1567,1567-TB,Rippling Waters,2-W-12,Orville Fay,1961,
1568,1568-TB,Santa Was Here,2-E-2,O. D. Niswonger,2005,
1569,1569-TB,Scented Wonder,2-W-11,Thomas Johnson,2007,
1570,1570-TB,Shipshape,2-W-39,Sanford Babson,1969,
1571,1571-TB,Simply Coral,"2-W-18,  17-E-25",Paul Black,2014,
1572,1572-TB,Stepping Out,2-W-16,Schreiner,1964,
1573,1573-TB,Summer Shadow,2-W-23,Keith Keppel,2011,
1574,1574-TB,That's All Folks,2-W-21,W. Maryott by Joseph Ghio,2005,
1575,1575-TB,Thornbird,"2-E-5,  14-W-64","Byers, Monty",1989,Yellow
1576,1576-TB,Tiffany,2-W-9,Hans Peter Sass,1938,
1577,1577-BB,Tina Louise,2-E-3,Bryan Spoon,2009,
1578,1578-TB,Tom Johnson,2-W-32,Paul Black,1996,
1579,1579-TB,Treasured,2-W-8,Joseph Ghio,2004,
1580,1580-TB,Venita Faye,3-E-42,Keith Keppel,2008,
1581,1581-TB,Violet Harmony,2-W-17,Edith Lowry,1952,
1582,1582-TB,Walking Wild,2-E-9,O. D. Niswonger,2007,
1583,1583-TB,Wedding Belle,C-14-2,Keith Keppel,2008,
1584,1584-TB,Willamette Mist,2-E-4,Schreiner,2001,
1585,1585-TB,Wilma,2-W-19,Donald Spoon,2005,
1586,1586-TB,Wings At Dawn,2-W-13,Schreiner,2014,
1587,1587-TB,Wiz Liz,2-W-14,Harold Stahly,2008,
1588,1588-TB,Zebra Night,2-W-30,Brad Kasperek,1998,
1589,1589-TB,Addison's Halo,"9-E-18,  12-E-68",Barbara Nicodemus,2016,
1590,1590-TB,Alien Mist,9-E-17,Cy Bartlett,1998,
1591,1591-TB,Altered States,9-E-44,Tom Burseen,1997,
1592,1592-TB,Amber Ambiance,9-E-33,Betty Wilkerson,2008,
1593,1593-TB,Angel Among Us,9-W-60,Betty Wilkerson,2007,
1595,1595-TB,Art Project,9-E-47,Lloyd Zurbrigg,1990,
1596,1596-TB,Artistic Showoff,9-E-55,Betty Wilkerson,2011,
1597,1597-TB,Bevie's Delight,9-E-48,Mel Cross,2010,
1598,1598-TB,Brave New World,9-W-65,Abram Feuerstein,1996,
1599,1599-TB,Broken Record,9-E-39,Michael Sutton,2005,
1600,1600-TB,Bubbles Galore,9-E-43,Joseph Ghio,2002,
1601,1601-TB,Caneel Sunset,9-E-40,Kent Pfeiffer,2020,
1602,1602-TB,Carry Me Home,9-E-36,Robert Van Liere,2013,
1603,1603-TB,Celtic Woman,"9-E-32,  15-W-22",J. T. Aitken,2009,
1604,1604-TB,Crimson Tiger,"9-E-58,  16-W-70",Gerald Richardson,1996,
1605,1605-TB,Deep Currents,"A-45-21,  C-14-11",Thomas Johnson,2009,
1606,1606-TB,Deep Elum,9-E-63,Tom Burseen,2012,
1607,1607-TB,Doctor Alan,9-E-28,Gary Sides,1997,
1608,1608-TB,Donna's Surprise,9-E-35,Tom Parkhill,2007,
1609,1609-TB,Dragon King,9-W-59,Richard Tasco,2011,
1611,1611-TB,Flirtatious Gal,9-E-49,Barbara Nicodemus,2016,
1612,1612-TB,French Horn,9-E-42,George Sutton,1999,
1613,1613-TB,Glorious Surprise,9-E-46,Mel Cross,2021,
1614,1614-TB,Golden Occasion,9-E-60,Mel Cross,2021,
1615,1615-TB,Gone Wild,9-E-16,Schreiner,2013,
1616,1616-TB,Heaven's Gift,15-W-61,Mel Cross,2010,
1617,1617-TB,Honk For Blue,15-W-60,Mel Cross,2010,
1618,1618-TB,Hyperspace,9-E-57,L. & K. Jedlicka,2010,
1619,1619-TB,Jessica In Pink,9-E-65,Mel Cross,2015,
1620,1620-TB,Jilted,9-E-51,A. Ensminger by D.S. Varner,1986,
1621,1621-TB,Lemon Glaze,9-E-56,Mel Cross,2013,
1622,1622-TB,Lord Of Rings,9-E-54,George Sutton,2003,
1623,1623-TB,Minnesota Peach,9-E-19,Jack Worel,2019,
1624,1624-TB,New Image,9-E-61,Barbara Nicodemus,2018,
1625,1625-TB,November Sun,9-E-45,Linda Mann,2021,
1626,1626-TB,Oasis Rock,9-E-30,Keith Chadwick,2002,
1627,1627-TB,Osay Canuc,"9-E-62,  19-W-53",Tom Burseen,2001,
1628,1628-TB,Pixie Magic,9-E-41,Donald Spoon,2013,
1629,1629-TB,Point To The Sun,9-E-22,George Sutton,2013,
1630,1630-TB,Pom Pom Girl,9-E-25,Lynda Miller,1998,
1631,1631-TB,Praetorian Guard,9-W-63,LeRoy Meininger,1998,
1632,1632-TB,Returning Chameleon,9-E-23,Betty Wilkerson,1995,
1633,1633-TB,Rustic Gold,9-E-59,Mel Cross,2021,
1634,1634-TB,Seeun is beleevun,9-E-52,Tom Burseen,2004,
1635,1635-TB,Shades Of Coral,9-E-50,Mel Cross,2021,
1636,1636-TB,Sordid Lives,9-E-24,Thomas Johnson,2009,
1637,1637-TB,Splendor Of Snow,9-E-38,Mel Cross,2015,
1638,1638-TB,Sugar Coma,9-E-34,Davide Toth,2021,
1639,1639-TB,Sugar Creek Blues,9-W-62,Barbara Nicodemus,2005,
1640,1640-TB,Swing And Sway,9-W-61,Virginia Messick,1994,
1641,1641-TB,Tainted Love,9-E-27,Thomas Johnson,2016,
1643,1643-TB,Waimea Canyon Sunrise,9-W-64,Larry Johnson,2005,
1644,1644-TB,Advantage,2-E-50,Paul Black,2012,
1645,1645-TB,Bronzette Star,2-E-49,Evelyn Kegerise,1992,
1646,1646-TB,Cumulus,2-E-48,Cayeux,2001,
1647,1647-TB,Domaine De Courson,2-E-47,Cayeux,2014,
1648,1648-TB,Fifty Grand,2-E-45,F. Gaskill,1970,
1649,1649-TB,Infernal Fire,2-E-46,Gerald Richardson,1994,
1650,1650-TB,Jeff's Guardian Angel,2-E-51,Don Murphy,2012,
1651,1651-BB,Just My Luck,16-W-38,Ann & David Cadd,2003,
1652,1652-TB,Mystic's Muse,16-W-31,Schreiner,1993,
1653,1653-IB,Petit Nuage,16-W-30,Cayeux,2010,
1654,1654-IB,Solar Gain,16-W-35,Keith Keppel,2009,
1655,1655-IB,Sonoran Sands,16-W-34,Richard Tasco,1996,
1656,1656-SDB,Tantara,2-E-40,Allan Ensminger,1982,
1657,1657-IB,Warm Puppy,"16-W-33,  PR-5-47",Walter Moores,1999,
1658,1658-TB,Wild Card,16-W-32,Duane Meek,1983,
1659,1659-TB,Accessible,"8-E-7,  18-W-50",Joseph Ghio,2008,
1660,1660-TB,Achy Breaky Heart,18-W-45,George Sutton,2006,
1661,1661-TB,Alpine Journey,17-E-48,Barry Blyth,1984,
1662,1662-TB,Amazon Bride,18-W-49,Ben Hager,1988,
1663,1663-TB,Angelus Chimes,17-W-4,Donald Sorensen,1997,
1664,1664-TB,Anxious,17-E-37,Ben Hager,1992,
1665,1665-TB,Aquilla's Delight,17-W-9,Mark Grumbine,2006,
1666,1666-TB,Artifice,18-W-47,Pierre Anfosso,1990,
1667,1667-TB,Artistic Web,17-E-45,Richard Tasco,2010,
1668,1668-TB,Ascent Of Angels,17-W-14,Mike Bernard,1996,
1669,1669-TB,Aunt Hank,17-W-20,Jim Hedgecock,2000,
1670,1670-TB,Avalon Dreamer,17-E-44,Marilyn Maryott,2002,
1671,1671-TB,Baby's Bum,19-E-19,David Headrick,2001,
1672,1672-TB,Banana Cream Pie,17-W-8,Bruce Filardi,2007,
1673,1673-TB,Be Mine,18-W-39,Monty Byers,1986,
1674,1674-TB,Bel Esprit,18-W-37,Keith Keppel,2002,
1675,1675-TB,Bella Isabella,18-W-42,William Maryott,1998,
1676,1676-TB,Bengal Tiger,19-E-40,William Maryott,1981,
1677,1677-TB,Berry Sherbert,17-W-11,Ken Mohr,1990,
1678,1678-TB,Berry Smoothie,18-W-43,Marlene Schaller,2010,
1679,1679-TB,Bertha Brownlee,18-W-33,Frederick Kerr,2013,
1680,1680-TB,Bewilderbeast,17-W-12,Brad Kasperek,1995,
1681,1681-TB,Blow Up,19-E-33,Tom Burseen,1994,
1682,1682-TB,Blue Coyote,19-E-42,Margie Valenzuela,2012,
1683,1683-TB,Bogota,19-E-20,Joseph Ghio,1990,
1684,1684-TB,Bold As Love,"18-E-25,  19-E-18",Larry Lauer,2003,
1685,1685-TB,Bold Pattern,"7-W-35,  18-W-35",Michael Sutton,2015,
1686,1686-TB,Boy Friend,"8-E-14,  17-E-17,  19-E-25",Bryce Williamson,1986,
1687,1687-TB,Brainstorm,19-E-46,Roger Duncan,2012,
1688,1688-TB,Brazen Beauty,"9-W-58,  19-E-14",Duane Meek,1994,
1689,1689-TB,Broadband,"17-E-1,  17-W-25,  C-21-2,  C-36-1",Richard Tasco,2002,
1690,1690-BB,Broken Border,17-W-18,William Tyson,2016,
1691,1691-BB,Broken Link,17-W-24,Michael Sutton,2006,
1692,1692-TB,Buckwheat,17-W-21,Monty Byers,1989,
1693,1693-TB,Call Me Reba,"17-W-15,  C-37-3",Mark Grumbine,2009,
1694,1694-IB,Candy Rock,19-E-23,George Sutton,2000,
1695,1695-TB,Caption,17-W-3,Joseph Ghio,1986,
1696,1696-TB,Caramel 'N Chocolate,19-E-39,John Painter,2015,
1697,1697-TB,Carnival Carousel,17-E-38,James Begley,2005,
1698,1698-TB,Carnival Song,19-E-11,Schreiner,1994,
1699,1699-TB,Casino Queen,17-W-16,James Gibson,1971,
1700,1700-IB,Cat In The Hat,20-E-29,Paul Black,2009,
1701,1701-TB,Celtic Tartan,20-E-50,Keith Keppel,2015,
1702,1702-TB,Certainly Certainly,19-E-21,Barbara Benson,1981,
1703,1703-TB,Change Of Pace,17-W-7,Schreiner,1991,
1704,1704-TB,Cherry Glen,19-W-52,William Maryott,1995,
1705,1705-TB,Chocolate Halo,"19-E-4,  C-18-4",Frederick Kerr,2012,
1706,1706-TB,Chocolate Moose,19-E-22,Brad Kasperek,2003,
1707,1707-TB,Chocolate Topping,18-W-46,Bruce Filardi,2014,
1708,1708-TB,Chocolatte,18-W-41,Lesley Painter,2011,
1709,1709-TB,Citoyen,18-W-38,P. C. Anfosso,1989,
1710,1710-TB,Citrus Medley,20-E-14,Michael Sutton,2016,
1711,1711-TB,Classic Suede,19-E-13,Larry Lauer,1999,
1712,1712-TB,Coffee Malt,17-W-19,Barry Blyth,2000,
1713,1713-TB,Come Go With Me,20-E-27,Larry Lauer,2007,
1714,1714-TB,Communique,17-E-42,James McWhirter,1980,
1715,1715-TB,Company Of One,18-W-52,Joyce Ragle,2008,
1716,1716-TB,Constantine,18-W-3,Oscar Schick,2005,
1717,1717-TB,Copper Capers,18-W-26,James Gibson,1971,
1718,1718-TB,Court Martial,19-W-13,J. Ghio/Maryott's Gardens,1991,
1720,1720-TB,Crackling Caldera,"17-E-8,  19-E-49",J. T. Aitken,2003,
1721,1721-TB,Crystal Angel,19-E-8,J. T. Aitken,2011,
1722,1722-TB,Dance Step,17-E-40,Keith Keppel,1989,
1723,1723-TB,Dancing In Ruffles,19-E-16,Anna & David Cadd,2002,
1724,1724-TB,Dandy Candy,17-W-23,Richard Ernst,2001,
1725,1725-TB,Dark Past,20-E-18,Jim Hedgecock,1999,
1726,1726-TB,Dark Storm,19-W-16,Richard Tasco,2017,
1727,1727-TB,Delta Lady,20-W-9,Larry Lauer,2009,
1728,1728-IB,Desert Bouquet,19-E-10,Donald Sorensen,2004,
1729,1729-TB,Dial A Doll,19-E-24,Tom Burseen,2016,
1730,1730-TB,Diamond Ring,18-W-27,Richard Ernst,2003,
1731,1731-TB,Double Chocolate,20-E-15,John Painter,2014,
1732,1732-TB,Double Platinum,17-W-13,Joseph Ghio,2012,
1733,1733-TB,Double Time,19-W-20,Ben Hager,1984,
1734,1734-TB,Dream Ticket,18-W-30,Larry Lauer,2006,
1735,1735-TB,Duke Of Earl,17-W-10,Monty Byers,1987,
1736,1736-TB,Easter Wonder,17-E-39,Margie Valenzuela,2008,
1737,1737-TB,Elmer's Web,"7-W-46,  20-E-25",Lorna Morrison,2002,
1738,1738-TB,Emblematic,"4-E-44,  4-W-14,  18-W-36",Joseph Ghio,2013,
1739,1739-TB,Ethereal Voices,19-E-51,B. Hager/Cooley's Gardens,2001,
1740,1740-TB,Evening Tidings,19-W-38,Schreiner,2009,
1741,1741-TB,Exit Strategy,19-W-11,Bruce Filardi,2015,
1742,1742-TB,Exploding Galaxy,"20-E-21,  C-38-6",Joseph Ghio,2016,
1743,1743-TB,Fairmont,17-W-6,Bob Brown by Stockton Iris Gardens,1995,
1744,1744-TB,Fairy's Prom Dress,18-W-51,Ann & David Cadd,2005,
1745,1745-TB,Fan Letter,20-E-10,Joseph Ghio,2018,
1746,1746-TB,Fantasy Ride,19-E-37,Roger Duncan,2010,
1747,1747-TB,Fashion Designer,19-E-47,Keith Keppel,1995,
1750,1750-TB,Fiery Flow,19-W-25,George Sutton,2006,
1751,1751-TB,Fiery Temper,20-E-24,Keith Keppel,2001,
1752,1752-TB,Feudalism,19-W-10,Joseph Ghio,2008,
1753,1753-TB,Final Countdown,19-W-23,Richard Ernst,1988,
1754,1754-TB,Flights Of Fancy,17-E-33,Keith Keppel,1993,
1755,1755-TB,Floorshow,18-W-48,Monty Byers,1989,
1756,1756-TB,Flying Down To Rio,19-W-19,Walter Moores,2006,
1757,1757-TB,Foggy Morning,17-W-17,Michael Greenfield,2008,
1758,1758-TB,Follow The Fleet,19-W-50,Walter Moores,2001,
1759,1759-TB,Foolish Fancy,20-E-35,Ben Hager,1985,
1760,1760-TB,Footloose,20-E-9,Schreiner,1993,
1761,1761-TB,For Veronica,19-W-6,Schreiner,2015,
1762,1762-TB,Forever Ginny,19-E-17,Oscar Schick,2005,
1763,1763-TB,Ferget Dah Mustard,19-W-47,Tom Burseen,2013,
1764,1764-IB,Foxy Magic,19-E-5,Anna & David Cadd,2003,
